id,name,review_count,yelping_since,useful,funny,cool,fans,average_stars,compliment_hot,compliment_more,compliment_profile,compliment_cute,compliment_list,compliment_note,compliment_plain,compliment_cool,compliment_funny,compliment_writer,compliment_photos
-4W4CvJy2lg5aFJHA1hZOg,Missy,61,"2008-03-27 00:00:00",190,138,49,4,3.98,1,0,2,0,0,3,3,4,4,0,0
-5BbSBNLmJQ-GGvlFjvqqQ,Stephanie,37,"2011-07-18 00:00:00",58,29,19,0,3.26,0,0,0,0,0,1,0,0,0,0,0
-5CmQDbbFPPbWQ-tKPFkBg,Theresa,163,"2011-04-09 00:00:00",118,23,6,13,3.54,9,1,0,3,0,19,10,17,17,3,2
-5M7Gg90-iZtQny0h2OGmQ,Courtney,21,"2011-06-14 00:00:00",22,6,0,0,4.13,0,0,0,0,0,0,0,0,0,0,0
-5QyWISvqKEJrMh9x4UfuQ,Boku,77,"2014-01-30 00:00:00",0,4,0,4,3.32,0,0,0,0,0,2,1,1,1,0,0
-5r7dnwWHJwgrlwvfW2tjA,Linda,91,"2015-08-02 00:00:00",139,2,4,20,4.01,13,0,0,0,0,4,12,14,14,10,17
-6DoXmdXEy_P5N-QZzntgA,Kristen,348,"2011-09-28 00:00:00",133,69,37,20,3.69,11,3,0,3,0,6,10,5,5,3,1
-6GwIghIV6Gtw5LFd-070Q,Ken,64,"2014-02-20 00:00:00",102,21,10,3,3.52,1,0,0,0,0,4,12,12,12,0,2
-6N09qJOzGHjZM6leDyBnA,Chase,21,"2015-11-07 00:00:00",1,0,0,0,3.52,0,0,0,0,0,0,0,0,0,0,0
-6sK3CL1g1OP1FMawX2hxA,Bernadette,31,"2013-05-03 00:00:00",2,0,0,2,3.8,0,1,0,0,0,0,0,0,0,0,0
-6xc_eq_OoxWZyySM9BN8w,Lori,27,"2010-05-27 00:00:00",0,0,0,3,4.38,0,0,0,0,0,3,0,1,1,0,0
-7bM_DeL2Kj2CuYuVDsLNg,Jade,113,"2010-07-17 00:00:00",22,13,5,6,3.39,1,1,0,0,0,9,5,7,7,6,0
-7fswIo7nXS82iHfcEsAVw,Raymond,447,"2011-02-22 00:00:00",303,250,32,29,3.84,18,2,2,4,0,17,21,15,15,7,6
-7IMRsmV-Gt7KAK3yivZGQ,Matt,447,"2009-02-26 00:00:00",2686,1600,692,46,3.63,24,13,8,1,0,32,51,24,24,29,23
-7jwGtQBXRLaPluMP4JsjA,Marah,47,"2011-05-12 00:00:00",7,3,0,1,4.43,0,0,0,0,0,0,2,0,0,1,0
-83l4_53FwmyywB6fWGWsg,Katherine,22,"2013-08-14 00:00:00",2,0,0,1,3.52,0,0,0,0,0,0,1,0,0,0,0
-8BrIcsVPbGhv6EAEqbBfA,John,70,"2009-01-28 00:00:00",24,1,0,0,4.07,1,0,0,0,0,3,0,1,1,1,0
-8F13O-CmxEvVuclE8o0lQ,Justin,417,"2011-02-28 00:00:00",80,25,40,21,3.47,15,2,2,1,0,17,29,23,23,13,1
-8KqheMZYIxbXZCBp_kaCA,Christine,34,"2012-03-03 00:00:00",109,3,0,1,3.62,0,0,0,0,0,0,1,0,0,0,1
-8syaSLDbMXW2F2FApVgig,Michele,152,"2012-12-23 00:00:00",93,20,140,10,3.71,65,5,1,0,2,67,104,171,171,50,0
-8X5y5ep8m3lz7KXAp72Ng,Jun,26,"2015-05-16 00:00:00",0,0,0,1,3.7,0,0,0,0,0,0,0,0,0,0,0
-9da1xk7zgnnfO1uTVYGkA,Fran,930,"2012-04-05 00:00:00",11907,9586,11385,152,4.1,2586,73,112,43,1,733,1866,4787,4787,798,2860
-9kUkhwBKeVB32OndxiM5g,Linda,37,"2013-11-02 00:00:00",1,1,1,0,3.13,0,0,0,0,0,0,0,1,1,0,0
-9QrNxZ0l0cSbTYXPlsu_g,Anna,43,"2017-04-18 00:00:00",6,1,3,0,3.67,2,0,0,0,0,4,5,7,7,7,6
-9ZFoRZpBAsf1ckY3aeyrg,Alexandra,91,"2013-01-14 00:00:00",5,0,1,2,3.88,1,1,0,0,0,1,5,5,5,5,0
-9_Nz6wJ9Rj0q7kq6YJ-MA,Olga,125,"2013-05-26 00:00:00",4,0,6,5,3.97,5,0,0,0,0,1,2,10,10,2,2
-A5HK8XeV83K0IY5wzITPg,Tr,43,"2014-05-29 00:00:00",14,1,6,0,3.77,1,0,0,0,0,0,1,0,0,1,0
-AaBjWJYiQxXkCMDlXfPGw,Tim,703,"2009-01-21 00:00:00",2264,1188,1871,36,3.66,112,14,7,2,0,131,162,395,395,67,9
-aAgfEUH4UoFDRXZCfJSUA,Matt,497,"2006-10-11 00:00:00",43,15,0,14,3.79,5,7,0,1,0,11,32,18,18,5,2
-aH_2U2kHGBebRIiupT5Mg,ReBecki,304,"2009-10-21 00:00:00",146,79,83,29,4.01,99,7,7,7,1,72,87,185,185,32,20
-AIxK-_p1o3TSGkRYi-3rQ,Drew,40,"2011-04-07 00:00:00",6,0,0,1,4.4,0,1,0,0,0,0,0,0,0,0,0
-AkgXdzDcdEvyXgKYJQW4w,Karli,322,"2013-01-09 00:00:00",2,2,2,15,4.05,7,0,0,2,0,1,9,7,7,6,5
-ARdx8hOcEWlMDjzwLYZ_g,AJA,277,"2011-04-04 00:00:00",75,16,11,17,3.89,58,2,1,0,0,11,32,73,73,37,3
-avP9BYwrDPZXS2vwFkheQ,Ani,42,"2012-05-07 00:00:00",10,0,2,0,3.81,0,1,1,0,0,0,0,0,0,0,0
-AXCpsIGp5Wq1e6wVX4YlA,Mckenzie,70,"2014-09-16 00:00:00",4,1,0,1,2.88,0,0,0,0,0,0,0,0,0,0,0
-axV4l6Sk00SJRqZkAJ9LQ,Niun,47,"2012-02-12 00:00:00",9,9,0,1,2.96,0,0,0,0,0,0,0,1,1,0,0
-AyxPqkEkOigY7vP6Con1g,Kabir,151,"2011-04-19 00:00:00",144,86,51,12,3.89,0,0,0,0,0,5,5,2,2,1,0
-a_pafzD_hg20kZNHO7ZEw,Terry,39,"2014-03-10 00:00:00",30,4,2,0,3.95,0,0,0,0,0,0,2,2,2,0,0
-b-Ap6GxxK-iAi-RTZYt7A,Randy,68,"2009-07-12 00:00:00",2,1,0,3,2.18,0,2,0,0,0,1,1,0,0,2,0
-B4Cf2XLkPr9qMlLPHJAlw,Julie,146,"2011-09-27 00:00:00",2,9,0,5,3.46,1,0,0,0,1,7,3,3,3,4,2
-begf2VegZ6_KNrrsC84Zg,Jennifer,365,"2006-04-16 00:00:00",75,21,3,5,3.46,6,8,2,0,0,12,6,12,12,4,2
-bj4evSejxRDuvYnmcGNrg,Karen,435,"2008-10-21 00:00:00",0,0,0,13,3.85,20,1,0,3,0,18,29,24,24,10,3
-brNcfzn5EaIYORDy4Xj8g,Ryan,34,"2011-07-29 00:00:00",1,1,1,0,3.42,0,0,0,0,0,0,0,1,1,0,0
-BS2L-pDYbeWpf2xuOIJ4Q,S,30,"2013-06-17 00:00:00",0,0,0,0,2.47,0,0,0,0,0,1,0,0,0,0,0
-byBGQ-TYIW6-GYVewTEkg,Anthony,207,"2011-12-07 00:00:00",211,124,66,10,3.44,3,1,1,0,1,4,16,9,9,17,4
-C-l8EHSLXtZZVfUAUhsPA,Nieves,188,"2013-07-08 00:00:00",1133,813,981,85,3.68,164,6,3,13,0,56,106,190,190,80,82
-c7a-H5h3ucSCBNz5efrww,Chris,29,"2009-08-04 00:00:00",5,0,1,3,2.74,0,0,0,0,0,1,1,0,0,0,0
-cM9FQWp3-uu53Os983yCw,Sarah,283,"2005-12-21 00:00:00",60,21,19,45,3.44,45,6,3,6,1,18,33,47,47,44,15
-CNyBGFs31O-cumDr-EYNQ,Deryck,165,"2013-06-17 00:00:00",48,1,1,12,4.11,0,1,0,0,0,3,6,0,0,2,1
-CPvsZ7vmEZZNkLkjk6qEA,Michael,101,"2007-10-17 00:00:00",21,2,5,6,3.24,0,1,0,0,0,9,3,1,1,3,0
-cvrhCPCKHUkEsDak_fY4g,Jamie,96,"2010-04-30 00:00:00",18,0,0,4,4.09,3,0,0,0,0,2,8,3,3,3,0
-cwzPmdl5FyeA1OY-5wIrQ,Norma,118,"2010-02-09 00:00:00",0,0,0,4,4.47,0,0,0,0,0,1,4,1,1,1,1
-Cy7Ms9xV8d8fYezyUusCg,Kay,367,"2011-02-20 00:00:00",93,3,7,22,3.61,10,2,0,1,1,11,12,12,12,9,11
-CyuAZ9nJBFi2ZA1jbhoRg,Bill,57,"2008-07-13 00:00:00",78,18,15,2,3.1,0,1,0,0,0,3,3,2,2,1,0
-d06n5uAVJX7-niswxp6pg,Kevin,86,"2013-07-27 00:00:00",10,7,1,1,4.43,0,0,0,0,0,2,0,0,0,1,0
-D0VjZ_bWzxQL11vXT_apA,Callie,41,"2012-12-30 00:00:00",20,3,0,1,3.57,0,1,1,0,0,1,1,0,0,0,0
-d1-LUHXVOw2t3bdJHg26Q,Justin,47,"2012-12-06 00:00:00",0,1,0,0,3.2,0,0,0,0,0,0,1,0,0,0,0
-D4T2oVxSjvVN9_owkEmyw,Jonelle,346,"2007-09-10 00:00:00",9,11,0,17,3.7,9,2,1,0,0,8,14,17,17,13,8
-dDBNkNgZYyHagrYW60wxg,Nic,40,"2013-09-04 00:00:00",36,10,13,1,3.75,0,0,0,0,0,1,0,0,0,0,0
-dkfck8o3abEH0GVgP8jdA,Stephen,22,"2016-04-02 00:00:00",0,0,1,0,3.57,0,0,0,0,0,0,0,0,0,0,0
-DmpYICjBii640Zny46cLQ,Kimba,69,"2008-02-03 00:00:00",4,4,3,2,3.71,2,1,0,0,0,3,3,5,5,2,1
-DmqnhW4Omr3YhmnigaqHg,Tiffany,429,"2008-10-28 00:00:00",1618,1236,1531,127,4.08,224,16,21,3,3,78,233,453,453,188,170
-E118b8-MRT0EeejI9Iphw,Emerald,103,"2015-06-06 00:00:00",56,14,65,10,3.95,11,0,0,0,0,8,23,17,17,3,7
-E4Smvof6DdBHCnZNyxNMw,Justin,405,"2011-08-02 00:00:00",589,197,929,17,4.03,13,7,1,0,0,18,35,38,38,20,13
-EcEGpHwo_OVcRsSc0RURw,Melanie,316,"2013-01-15 00:00:00",34,84,64,33,3.62,4,2,1,0,0,10,5,13,13,7,2
-edOrcdWGnNLodyAEadUKA,Tisha,274,"2009-01-06 00:00:00",109,15,54,17,3.97,10,4,1,1,0,9,26,17,17,7,2
-EDS9GoavOcMtZ3aoMUALA,Kristi,31,"2015-08-11 00:00:00",0,0,1,1,3.94,0,0,0,0,0,0,0,0,0,0,0
-EJorVxe7h2GSxdiRyMmDA,Allen,341,"2008-02-05 00:00:00",8,1,1,4,3,1,2,1,0,0,7,3,5,5,3,1
-Eq5b0MTJraH7D2Wvu0Piw,Benn,20,"2012-11-11 00:00:00",0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0
-EwKU_hKA_ui4xh00ZI4Jw,Elio,26,"2012-12-08 00:00:00",4,1,0,0,3.63,0,0,0,0,0,0,0,0,0,0,0
-ezER3wkNSPg31soxcn0DQ,Brittany,226,"2010-09-12 00:00:00",424,134,234,28,3.79,59,10,2,3,2,37,65,87,87,44,16
-f-GiE3NoIBpnlTsEGw7Rw,Kristy-Anne,34,"2011-02-26 00:00:00",15,0,4,1,4.05,0,0,0,0,0,0,1,1,1,0,0
-F3B7e3XOHqb7TUl1RBMRQ,Ed,49,"2011-04-06 00:00:00",17,4,1,1,4.04,0,0,0,0,0,1,0,0,0,1,0
-F8sgdb7VY_O10OjZYOJfw,Mysteros,47,"2012-10-31 00:00:00",3,2,1,1,3.54,0,0,0,0,0,0,0,0,0,2,0
-FMzUXOgJSPXK79uFlRcrw,Jamie,99,"2009-07-08 00:00:00",55,13,29,2,4.15,11,0,0,1,0,5,36,10,10,5,2
-fPnMS8IvaPwCTZy7dlP3w,Erika,198,"2010-11-29 00:00:00",2456,318,36,16,4.13,10,3,0,0,0,7,10,18,18,11,19
-fUARDNuXAfrOn4WLSZLgA,Ed,968,"2009-08-10 00:00:00",148,88,90,40,3.62,14,4,1,1,1,22,38,13,13,6,11
-fVKgpmSu0tDnf_xBPqU4A,Jennifer,39,"2013-10-08 00:00:00",42,21,38,4,3.85,4,1,0,0,0,1,3,1,1,0,0
-Fy91nyOFqPv9M_MaZ4W2g,B,178,"2008-02-05 00:00:00",359,422,278,25,3.46,22,8,2,5,6,27,42,29,29,23,5
-fzqv_NhAkmh4Wu0F9qxDw,Steven,427,"2010-03-11 00:00:00",2832,3016,2741,39,3.56,53,13,6,0,0,58,185,148,148,67,27
-gdzOY2cCMzfOMejl4Ukng,Pier,352,"2010-02-06 00:00:00",71,24,10,25,3.85,5,6,2,0,0,4,13,20,20,8,0
-GfVotKwVsob_0NLwyv6OA,Yvonne,38,"2011-05-05 00:00:00",24,0,1,1,2.93,0,0,0,0,0,1,0,0,0,0,0
-GgfD5R3_QSWgq7DSTdl9g,Gloria,69,"2009-04-09 00:00:00",65,23,9,1,3.83,2,0,0,0,0,3,2,4,4,0,0
-gHe3decAifJs6JUehTCXA,Paul,158,"2011-01-05 00:00:00",45,42,44,6,3.93,5,1,0,0,0,0,22,19,19,10,6
-GIf2rqG77diU0tLZ4E30g,Chelsey,32,"2015-06-24 00:00:00",0,1,0,0,3.5,0,0,0,0,0,0,0,0,0,0,1
-GKEFg_92pp0q842clS_Jw,Jeff,305,"2011-07-18 00:00:00",38,30,7,18,3.9,4,3,3,0,0,5,18,8,8,7,1
-GKr2BY_1smem1y3D1l2Eg,Takeshi,68,"2009-05-14 00:00:00",2,1,1,4,3.26,1,0,0,0,0,1,1,1,1,0,0
-gQ0DStN8zEpsa84V3WEzQ,Evelyn,41,"2012-02-14 00:00:00",35,9,4,1,3.95,1,0,0,0,0,0,1,0,0,1,0
-gQm-IoK2_BMEMx9OgtQnw,Tanya,138,"2010-06-26 00:00:00",303,28,15,24,3.92,58,9,1,3,2,31,35,52,52,39,6
-GtP4V5menQO7AlQ7UC6WA,"Triple O",65,"2013-06-09 00:00:00",36,3,2,0,3.22,0,0,0,0,0,1,3,1,1,1,1
-gTz-C55z7gObvo-R5zzZg,Stacey,351,"2008-09-26 00:00:00",13,13,14,23,3.84,20,15,4,1,1,2,14,40,40,24,3
-gU4MunNNKU4VUvBbGQf1Q,Apple,22,"2012-08-10 00:00:00",7,4,6,0,3.41,0,0,0,0,0,2,0,0,0,0,0
-gv1uN-MUIXoNv5eyT-hqQ,Michelle,39,"2013-01-31 00:00:00",21,2,0,3,3.05,0,1,0,0,0,0,0,0,0,1,0
-GvxPRqwzPv0_LGcdqQK2g,Angela,21,"2011-03-15 00:00:00",0,0,0,0,4.81,0,0,0,0,0,0,0,0,0,0,0
-H2GbcfWY9qLY4K9YcN_8w,Rob,34,"2010-10-15 00:00:00",0,0,2,0,3.91,0,0,0,0,0,0,0,0,0,0,0
-h3OxE2YbWzFXVkBhYtJTw,Andrew,346,"2010-02-28 00:00:00",82,95,34,38,4.29,9,2,3,1,0,29,48,40,40,11,4
-H548s29o1C_cE78GDB2uw,Danielle,56,"2016-05-08 00:00:00",20,0,1,2,3.92,1,1,0,0,0,0,2,1,1,2,0
-H6cTbVxeIRYR-atxdielQ,Lyn,704,"2009-11-07 00:00:00",1675,127,663,47,4.06,133,9,0,2,0,194,157,209,209,63,89
-H6X7u_GCtqVXkGZmW7lzQ,Quisha,517,"2009-11-27 00:00:00",731,320,614,59,3.67,38,5,1,4,3,46,46,88,88,24,26
-hAbdeB1C42iO93iyg-57Q,Lawrence,54,"2013-01-10 00:00:00",0,1,0,1,4.04,0,0,0,0,0,0,0,0,0,0,0
-hb-jWOSILqYDe8HLrr9aQ,Katherine,28,"2013-09-02 00:00:00",5,4,2,1,4.32,0,0,0,0,0,0,0,0,0,0,0
-HBdisZOrgMdw08zCWZ_kg,Daniel,461,"2009-01-06 00:00:00",93,61,16,26,3.7,26,3,3,1,6,24,51,36,36,21,5
-hFSXulXh22Es29Y4F4cgQ,Chris,96,"2011-10-23 00:00:00",97,72,79,1,3.78,0,1,0,0,0,3,5,1,1,1,0
-HKltP-u5x-vXCUU-G9EKw,Pam,97,"2007-01-23 00:00:00",0,0,1,3,3.93,17,6,1,0,1,6,11,17,17,1,0
-HLcKGhFeJ27r9dsSLsThw,Shelley,24,"2011-06-30 00:00:00",0,0,0,0,4.13,0,0,0,0,0,0,0,0,0,0,0
-hMav1396QxA4e3ZNDlsBw,Arthur,133,"2013-12-23 00:00:00",10,0,0,1,3.74,0,1,0,0,0,0,0,0,0,0,0
-hpTrjVaUEP8MLt-LJsRig,Deanna,126,"2009-11-19 00:00:00",130,24,54,4,4.1,1,0,0,0,0,2,1,1,1,0,0
-hsEB5SMYhlQum7_-us1Zw,Lyna,36,"2013-08-07 00:00:00",7,4,0,4,3.35,1,1,0,0,0,2,2,0,0,1,0
-hUgrj7Lzir3yLUYrMYQ4g,Joe,218,"2010-03-02 00:00:00",59,25,38,14,3.59,20,5,3,1,2,36,64,32,32,21,13
-Hw7LXX-V5e0xVpyjCKRSw,"Jo Alice",74,"2011-01-09 00:00:00",292,6,61,2,3.86,0,0,0,0,0,1,6,1,1,0,1
-HXpF9E-YwE0g-mInWSRuA,Jenn,671,"2006-05-20 00:00:00",1071,472,401,64,4.38,35,7,4,4,1,21,44,40,40,19,18
-i71RmZVsg5HsmZmfEC5jw,Dinorah,82,"2010-08-23 00:00:00",343,120,61,12,4.3,5,2,0,0,0,4,7,6,6,4,4
-Ia1lWvBNdgGySyB2VSgNQ,Gerry,39,"2011-07-09 00:00:00",14,10,6,0,2.61,0,0,0,0,0,0,0,1,1,0,0
-iwtrfopH2BDkOzSQBvXOQ,Tina,68,"2012-03-27 00:00:00",4,2,1,6,3.38,0,0,1,1,0,2,3,0,0,0,0
-Jd_4LVKGT07AerNV39udg,Justine,512,"2010-11-11 00:00:00",11,8,1,18,3.42,8,3,4,1,0,6,5,11,11,10,2
-jEdaD6H7tLyLzBBh9EiUQ,Sara,384,"2008-04-24 00:00:00",46,33,34,16,3.52,2,4,0,0,0,6,19,11,11,9,0
-Jj_8iBtRIN46rD5I-1NZg,Jennifer,57,"2011-09-30 00:00:00",2,1,1,8,3.98,3,2,1,0,0,2,5,6,6,3,1
-JUdghU5Ip0Xa7-bhSCaEw,Laura,101,"2010-07-27 00:00:00",51,16,0,4,3.2,0,0,0,0,0,6,3,1,1,1,1
-JXdPA9oMdeD0dU83uoOMQ,Paula,201,"2011-08-11 00:00:00",31,1,3,2,3.75,8,1,5,1,0,7,19,10,10,5,1
-JzDEVlqvBNwiiUrEgSTMQ,Amanda,28,"2009-11-21 00:00:00",22,7,3,2,3.7,2,1,0,0,0,0,1,1,1,2,0
-k-Hbb_jcyaPwAPw6NTHhQ,Charlene,35,"2011-11-26 00:00:00",5,15,5,3,4.11,3,3,0,0,0,0,1,3,3,2,1
-K3I3SCFvPS_Aw8B4gBtVQ,Janet,64,"2014-04-29 00:00:00",5,0,0,1,4.35,0,0,0,0,0,1,1,0,0,0,0
-KeF_Xy4d4h1XfZ-p4T_sA,Stephen,23,"2013-01-02 00:00:00",0,0,0,0,3.83,0,0,0,0,0,0,0,0,0,1,0
-kfv0ciMzH1gDygVxNyobQ,"Toni N",81,"2010-04-05 00:00:00",61,5,14,13,4.36,0,2,1,0,0,0,2,2,2,1,2
-khrbWmeaZDZ6hzTgJ4HpQ,Dan,617,"2007-09-16 00:00:00",11,8,4,29,4.04,5,4,0,0,0,10,17,30,30,20,2
-klDA6YuoIdfeF_g_BX5hA,Tabatha,39,"2012-10-18 00:00:00",14,4,1,1,3.19,0,0,0,0,0,1,1,0,0,0,0
-kLhkJkl93Cgquwep6G4WA,RicoSha,81,"2012-01-25 00:00:00",100,24,20,4,2.84,0,0,0,0,0,5,10,1,1,1,0
-kn7Y9WDWKRL4DjlZ9KARA,Marlene,109,"2009-08-30 00:00:00",12,1,2,0,3.75,0,0,0,0,0,3,2,0,0,0,0
-kO6984fXByyZm3_6z2JYg,Dominic,849,"2011-02-06 00:00:00",81,26,52,37,3.48,16,5,1,0,0,35,52,36,36,17,1
-ktjypD6BZgpnNHLnNX-vA,Kenny,75,"2013-06-13 00:00:00",3,1,4,6,3.61,1,0,1,0,0,1,3,1,1,3,0
-KTK0XcXo94GRD4aFoc0cg,Victoria,26,"2014-12-04 00:00:00",0,1,1,1,3.41,0,0,0,0,0,0,0,1,1,0,0
-Kv9DMBZGQyf2WSKDR7LwA,Josh,49,"2013-09-22 00:00:00",5,1,1,0,4.1,0,0,0,0,0,1,0,0,0,0,0
-KWIckJHT-R8HMa-BlWwGQ,Shafas,25,"2011-07-16 00:00:00",1,2,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0
-KXvfQ2kxxDSIljmryYGTw,Heather,20,"2011-06-09 00:00:00",1,1,1,1,3.82,0,0,0,0,0,2,0,0,0,1,0
-KzxlotDy9GQ40dRRCGHkQ,Pucca,45,"2008-01-26 00:00:00",2,0,1,1,3.68,0,1,0,1,0,4,3,4,4,0,2
-L1yBTxJ9O9HysxDNjHuog,Tom,39,"2012-02-18 00:00:00",0,0,0,0,3.38,0,0,0,0,0,0,2,0,0,1,0
-l3bPCsMdgugzphtVfhDEw,Ed,23,"2011-02-15 00:00:00",12,3,2,0,4.46,0,0,0,0,0,0,1,1,1,0,0
-LbVVliPgk9DfV0iiFQX4w,Nikki,109,"2011-08-16 00:00:00",9,1,2,1,3.9,0,0,0,0,0,1,0,0,0,0,0
-LEJFq5RC0rQAG831uYRKg,Marisa,65,"2009-07-09 00:00:00",1,1,1,1,3.6,3,2,0,0,0,1,0,5,5,3,1
-Lf9rVdUI7dybpQfWn0FNQ,Melanie,68,"2011-01-06 00:00:00",7,0,5,4,3.65,0,0,0,0,0,0,0,2,2,0,1
-LGw_M6jIvTE3wxyBmWReQ,Edward,20,"2012-05-29 00:00:00",4,0,1,0,2.86,0,0,0,0,0,0,0,0,0,0,0
-Lgxmj8mzyDlEeBijuM1ww,Mariano,96,"2010-09-20 00:00:00",26,7,2,3,3.09,0,1,0,0,0,3,1,1,1,1,0
-LhU9PZZKaP_xFa_rjo9jQ,Hanna,423,"2007-09-20 00:00:00",0,1,2,40,3.77,35,6,1,6,1,18,35,53,53,21,12
-lLEwwXKARlLhAd05tfmVA,Jennifer,688,"2008-03-04 00:00:00",716,24,26,34,3.68,9,5,1,7,0,14,28,14,14,8,6
-loj3ptOYImY3DnD6GYvLA,Kevin,152,"2008-01-18 00:00:00",5,4,1,3,3.11,1,1,0,3,0,2,2,0,0,3,0
-LZxqS-4PRLgZE-gTbOpiw,james,25,"2009-09-26 00:00:00",0,1,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0
-M0JfibTJ8tvd-WU1wJNgg,Bryan,233,"2010-01-11 00:00:00",1,0,0,2,3.88,0,0,0,0,0,1,0,2,2,0,0
-mbQJvCVcFC_o6-wgKUxSg,Alex,630,"2009-01-23 00:00:00",983,244,307,50,3.8,97,6,6,13,0,65,109,151,151,30,8
-mGJPKC0owz3HTrrZfgFUg,J,88,"2010-03-26 00:00:00",46,21,19,3,3.89,2,2,0,0,0,3,4,3,3,1,0
-MqEeaw31xIn1U8mSPWG-Q,Tiffster,48,"2009-09-22 00:00:00",1,4,1,4,4,0,0,0,1,0,2,3,0,0,2,1
-mRZo_ECYw8w2U_lhwZjjA,Juliane,256,"2008-08-03 00:00:00",24,7,0,20,3.85,9,7,0,0,2,2,6,14,14,5,6
